titles,reviews
슈츠 시즌 1,"포스터를 너무 잘못 만들었다고 생각함.
-
하비: 계속 멋짐
마이크: 순진+귀여움 but 답답함 첨가됨
모든 캐릭터들이 누구와 조합하든 서로 잘 어울린다.
1화에서 마이크가 보여준 천재적인 능력은 회가 거듭될수록 사라지는 것 같다. 그냥 어리버리 순진한 신입이 되어버림.
-
트레버 같은 친구 갖고 싶지도 않고, 되고 싶지도 않다.브로맨스와 말맛이 느껴지는 드라마.취업사기 -희망편-비자격자의 위법행위를 재미로 설득시키는 솜씨.법정물을 가장한 브로맨스의 시작뉴욕은 거대한 욕망이면서, 동시에 모두를 성장시키는 야망의 공간이기도 하다드라마는 역시 전문성과 한번 꼬인 설정 그리고 매력적인 주인공전혀 다른 인생을 열어준 새 친구와의 인연.시즌4쯤... 비슷비슷한 에피로 포기"
원헌드레드 시즌 1,"옥타비아가 내 최애… 방대한 스케일의 sf 드라마는 언제나 환영이다…. 카리스마 있는 지도자의 모습은 어떻게 형성되는가를 볼 수 있는 드라마시간 가는 줄 모르고 봤다. 뭔가 전체적으로 정신이 없었고 거의 모든 주연들이 돌아가면서 답답한 행동을 하기는 했지만 그래도 몰입도도 뛰어났고 포스트 아포칼립스 소재를 나름 신선하게 풀어나갔다.

+개인적으로 시즌 1에서는 케인이 그나마 마음에 드는 인물이었다. 앞으로는 어떻게 변할지 모르지만.내용이 굉장히 흥미로웠고, 시즌 3?까지는 굉장히 재밌었다.
주인공들 간의 케미도 좋았고, 캐릭터성도 좋았다.
시즌마다 부여되는 긴장감있는 스토리들도 좋았다.
다만 시즌4부터인가? 억지스러움이 느껴지기 시작했고,
결국 6를 가면서 뇌절. 7이 마지막인데 아직 1화만 봤다.
시즌 7에서 끝낸 것이 참 다행이다. 더 끌고 가는 건 직무유기다.
그래도 시즌1~3까지 정도는 좋게 봤기 때문에 평을 하나만 남기기 위해서 일부로 4점을 주고 마무리한다. 그래도 재밌게 봤다. 여주가 만능캐이면서 또 때로는 어설프고, 성장하는 게 맘에 들었다.1화에 어설픈 촬영장과 CG로 기겁하지만 초반만 넘기면 흥미로운 소재들로 멈출수없는 드라마신선한 소재, 박진감 넘치는 구성, 다채로운 캐릭터 구성까지 뭐하나 빠지는게 없는 완벽한 시즌이었다.보면 볼수록 몰입도 짱몰입도 대박시즌이 갈 수록 재밌어집니다!!"
유포리아 시즌 1,"자극적이라고 매번 꼭 재미있는건 아닌것 같은가만히 숨을 죽이고 귀를 대면, 모두를 이해하게 되기에 무서운. 모르는사이 저 바닥까지 흘러들어가 그들의 삶을 호흡하게된다. '나'에 집중하는 틴에이져가 아니라 내가 사랑하는 이들과의 어그러지는 관계와 어쩔 수 없는 선택들을 하나하나 조명하기에 이해하게 될수록 서글펐고 분노했다.
+) 환각 그 자체인 정신나간 연출과 음악. 카니발 에피소드의 폭주를 시작으로 끝까지 쉴 새 없이 달린다, 미친듯이!우리는 이미 이때 부터 흔들리고 방황하고 있었구나.자극적인데 재밌다..시즌 2로 쉴틈없이 넘어가게 된다학교생활이니 ㅅㅅ니 뭐니 그런건 상관없고 자극적이어도 재미있으면 됬지 어쨋든 간 저는 젠데이아 언니 알러뷰합니다 자극적인 부분에 재미있었다기보단 루가 있어서 보는 것 같습니다So aesthetically pleasing yet so disturbing. The cinematography for the series is seriously out of this world and the editing and storytelling so magnetic… Truly excited for season 2.마라탕 6단계glittering, empty화려하고 자극적인 트렌드의 중심, 그리고 원흉강렬하고 자극적이며 감각적으로 표현된 드라마그 앞이 절벽임에도 멈추지 않는 이들의 황홀경.이게 진정 학교생활?! 미국 엄빠들 속 터지는 소리 여기까지 들린다나의 우울을 제 3자의 입장에서 바라보는 것 같달까.자극적이지만 그 실상은 비참하다.해외에서 큰 인기를 끔과 동시에 논란을 일으킨 작품. 선정적이고 폭력적인 장면이 잦다. 등장인물은 모두 줄타기라도 하는 양 위태로워 보인다. 그 불안정이 이들이 고등학생임을 믿을 수 있는 거의 유일한 증거이다. 이야기가 진행될수록 시청자도 진이 빠지지만 어느새 등장인물과 함께 그들을 구원할 실낱의 희망에 매달리고 있는 본인을 발견할 수 있다.몽환적인 이끌림반짝이로 덧칠된 음울한 하이틴 드라마... 자기 손으로 인생을 망칠 수 있는 다양한 방법을 소개한다. 1화의 대사와 연출이 매력적인데 그 뒤론 몸의 대화를 더 많이 보여줘서 당황함미국 청소년들의 불안한 심리와 갈등양상을 다양하게 보여주는 드라마. 유포리아에 등장하는 모든 요소가 소셜 미디어에서 엄청난 유행을 불러온 만큼 아이덴티티가 확실하고 여운이 김.밋밋한 초반, 캐릭터들의 이야기에 흥미가 생기는 중후반, 그리고 압도적인 8화.
8화는 전체적으로 연출이 굉장히 감각적이고 신선했고 매력적인 에피소드였다. 언젠가 이 에피소드만 다시 보고 싶어질 것 같다.요즘 미드의 표현 수위의 정점을 보여주는 드라마....
솔직히 정말 충, 공, 깽...

솔직히 공감가는 캐릭터도, 이해가 가는 캐릭터도 없지만...
정말 힙하고 핫해서 챙겨보는 드라마

어..나 꼰대맞아... ㅠㅠ

2022.06.08, wavve남자 캐릭터들 다 죽이고싶음 루와 줄스의 관계에서 루가 더 간절한게 보여서 맘 아픔10대의 이야기라고만 알고 있었는데, 드라마에서 애들의 나이가 17살이라고 등장할 때마다 놀랐다. 마약, 섹스, 불법 촬영, 폭행 등 온갖 무서운 일들이 일어나는 걸 보고 있자니 10대들이라는 걸 종종 까먹었기 때문이다. 정말 무시무시한 삶을 살고 있는 아이들이었다.

이런 와중에 드라마는 또 엄청 재미있었다. 자극적이라 재미있던 건 아니고 캐릭터마다 부여한 서사와 현재를 이어가는 흐름이 재미있고 흥미롭게 흘러서 끊지 않고 몰아서 봤다. 왜 그렇게 많이 거론되는지 알게 됐고, 이번 에미상 후보에 오른 것 또한 이해가 됐다. 음악과 감각적인 영상 또한 너무 좋았다.가장 어두운 면만 부각하면 멋있는 줄 아는 미국 중2병화장은 지우고 자라 애들아 제발봤던 하이틴 중에 가장 자극적인 하지만 연출과 노래 그리고 연기가 너무 완벽해서 계속 몰입해서 보게되었다.재밌터!!젠데이아의 강력하면서도 절제된 연기, 그 속에서 빛나는 것처럼 보이는 암흑의 정서들.맵기의 강도가 차원이 다른 미국 하이틴들. 좀 난삽하단 느낌을 지울 순 없지만, 캐릭터가 입체적이고 촬영 & 음악이 좋다.질서 뒤에 가려진 혼돈의 아름다움"
살색의 감독 무라니시 시즌 1,"일본판 울프 오브 월스트리트일본의 포르노 업계, 다시 말해 어덜트 비디오(AV), 곧 '야동'의 발전에 지대한 역할을 한
AV감독 '무라니시 토오루'를 주인공으로 한 넷플릭스 오리지널 일드입니다.

국내에서 합법은 아니지만 많은 남성의 허전함을 채워주고 있는 일본의 AV, 야동.
바로 그 야동의 발전사를 적나라하게 보여주는 '합법적인' 성인용 콘텐츠입니다.

처음 들어본 인물이라 좀 찾아봤는데
이런저런 사건으로 언론에 유명세를 치른 AV계의 살아있는 전설로 TMI를 넣자면 직접 카메라를 들고 여배우와 성교를 하는 이른바 '하메도리'를 처음으로 도입했다고 합니다.
요즘에야 한 손에 들어오는 카메라지 당시엔 거대한 카메라를 어깨에 짊어지고 했다니... 보통 인물이 아닌 건 확실하군요.

1980년대 배경으로 잡지부터 시작해 비디오테이프 영상의 시대까지
별 볼일 없는 세일즈맨에서 시작하는 '무라니시'의 일대기를 담고 있습니다.

비즈니스 드라마 형식을 띄고 있지만 소재가 소재이니 만큼 섹스와 폭력, 그리고 버블의 시대인 만큼 돈이 등장하는 굉장히 자극적인 이야기입니다.

어지간한 에로영화 이상의 수위를 보여주는 영상과 초창기 AV 산업의 비화를 재현함은 물론 무라니시의 파란만장한 인생도 충분히 흥미롭고 재밌습니다.
옛 신주쿠 카부키쵸가 배경인 만큼 [용과 같이] 게임을 즐겨 한 사람이라면 또 색다른 재미가 있고요.

주인공 무라니시역엔 '야마다 타카유키'.
시작은 꽃미남이었으나 갈수록 연기의 폭을 가늠하기 힘든 개인적으론 '일본의 디카프리오'라 여기는 배우입니다.
온몸을 불사르는 그 연기의 폭은 이번에도 감탄스러울 따름입니다.

그 외에도 우리에겐 [곡성]으로 익숙한 배우 '쿠니무라 준', 거장 코레에다 감독 작품에서 자주 볼 수 있는 '릴리 프랭키', 그뿐만 아니라 유명 배우들이 다수 출연했으며, 현역 AV 배우들 또한 다수 출연합니다.
화려한 캐스팅도 그렇고 80년대를 재현하는 것도 그렇고 과연 넷플릭스의 자본력...이라고 밖엔 생각나지 않군요.

일본에선 일대 성혁명이라 일컬어지는 '쿠로키 카오루'라는 인물을 통해
삶에서 결코 떼어놓을 수 없는 필수 요소지만 드러내기를 부끄러워하고 감춰야 하는 '성'에 대한 모순을 말 그대로 홀딱 벗겨버리는 메시지를 던지고 있습니다.
""아, 일본도 저런 시기가 있었구나!"" 싶기도 하고, ""아 우리는 아직도 이 모양이네..."" 싶기도 합니다.
성인이 성인 콘텐츠를 자유롭게 즐기지 못하는 현실을 보면 말이죠.

그리고 AV와 결코 떼어놓을 수 없는 뒷세계인 만큼 야쿠자와 권력의 유착 역시 흥미진진하게 다루고 있습니다.
야쿠자가 깊숙이 자리 잡은 일본 사회를 딱히 미화하지 않은 점은 칭찬할만합니다.

다만 '무라니시'란 인물에 대해서는 다소 미화가 심한 편입니다.
최근에야 AV 배우들이 국내에서도 활동하고 인식도 많이 개선되는 등 꽤 양지로 나왔지만, 여전히 배우들의 인권 문제가 논의되는 한편 하물며 80년대는 상상하기 어려울 정도로 낙후된 인식이 있던 때입니다.
찾아보면 무라니시란 인물이 배우를 대함에 있어서 그리고 '쿠로키 카오루'의 이후 행보를 미루어 볼 때 훌륭한 인간성과는 거리가 먼 사람이라는 것 정도는 쉽게 알 수 있습니다.
그저 야동의 발전에 지대한 공헌을 한 인물이란 점만 인지하면 될 것 같습니다.

공개되자마자 엄청난 인기로 곧바로 시즌 2 제작을 확정 지었는데...
과연 후속 시즌에선 무라니시의 몰락과 그 뒷모습을 얼마나 사실 되게 그릴지가 관건입니다.

이제는 참 쉽게 접할 수 있지만 과거 처음으로 성에 눈을 뜰 당시 성인물을 어렵사리 접했던 기억을 갖고 있는 분들이라면 꽤 인상적인 향수마저 느낄 수 있었던 일드였습니다.윤리관에 문제는 있어보였지만 여기까지는 그나마 볼만했다.내적으로도 외적으로도 윤리가 결여된 일본의 나르코스.볼만함.흡입력있는 연출, 감각적인 편집과 음악!하는 척이라는 악습을 철폐하고 실제 행위를 트렌드로 자리잡게 공헌하신 위대한 명감독님의 전기본능을 외치며 본질을 흐리는 못된 방식난 좋다. 과함이 때로는 시대를 앞서간다.소재의 신선함. 스타트업의 고뇌. 일본 버블 경제 시대를 보는 흥미로움. 거기에 연출과 연기 모두 좋았다!일본은 어떻게 성진국이 되었나...욕망이 부딪히는 에로업계의 선구자의 등장과 돌파욕망을 지저분하게 여기는 세상 속에서 그것을 온몸으로 뒤집어써버린다.회차가 거듭 될 수록 무라니시를 AV계의 구로사와, 배우를 존중하는 감독, 여자를 존중하는 드문 감독... 으로 미화시킨다. AV 산업에 그딴게 어딨나 내가 좋아서 AV 찍는 여자 배우가 있다고? 토나온다. 이걸 몇 시간이고 봤던 나도 멍청하다.일본에서만 또는 넷플릭스에서만 만들고 볼 수 있는집념과 파격이 어디까지 갈 것인가(3.5)몇년 전에 추천받은 시리즈. 그냥 AV만드는 사람 얘기일 줄 알았는데 생각보다 관전 포인트가 많다. 하지만 너무도 비현실적인 현실. 이런 일이 진짜 있었다는게, 심지어 그리 옛날 일도 아니라는게 충격적이다-소재는 신선하고 전개도 흥미로웠다. 그러나 전반적으로 작품성이 뛰어나다는 느낌은 받지 못했다. 인스턴트 라면같은 작품."
뉴 암스테르담 시즌 1,의료물 좋아한다면 중타 이상 보장.뉴 암스테르담 맥스 굿윈호 위태위태하지만 순항중.평소 의학 관련 드라마를 좋아하는데 주인공의 거침없는 행보와 마인드가 정말 마음에 들었음. 지금까지 본 의학 드라마 중 손에 꼽음!!아무리 신파 범벅이여도 그걸 이끌어가는 추진력이라면.웬만한 히어로 영화보다 벅차는 메디컬 드라마주인공이 줄곧 환자만을 위한 의료 행정을 고집하는 것에 그가 의사라는 것 말고는 특별한 동기는 없어보이지만 미국이라는 공간과 트럼프 집권기라는 시간적 배경이 그 모든 행위의 개연성이 된다.
쉐임리스 시즌 1,막장가족의 막장이야기 (계속 시즌이 진행될수록 더 막장이 되는 듯)스킨스 같은거 찾다가 발견더베어의 제레미 엘렌 화이트의 전작이라 골랐는데 선정적이고 극단적이나 미국빈민의 현실에 대한 수작. 시즌11까지 일관성있게 끌어오는 미드의 역량과 주연배우들에게 박수.어떤 가정에도 사랑은 깃드니까역작 중 하나입니다내가 오히려 쉐임되어 보기 어려운 미드...지지리 욕나오는 아빠지만 왜미워할수가없게되는지ㅠㅠ 마지막시즌까지 꿀잼보석같은미드에여존잼
트루 디텍티브 시즌 1,"최고의 듀오 최고의 오프닝 최고의 형사물. 광활한 늪지 위에 새겨진 악마의 기운. 원테이크 시퀀스는 최고의 명장면.언어가 존재한다고 그 지칭 대상이 반드시 존재하는 건 아니거든 가령 터널 끝엔 빛이 존재한다는 이야기같은첫화의 임팩트는 아직도 지워지지 않는다.떡밥만으로도 재밌게 보게 만드는 연출의 힘트루 디텍티브는 시즌1이 시작이자 끝이다. 염세적이고 음울한 분위기를 우디 해럴슨과 매튜 맥커너히가 연기력으로 잘 받쳐주지만, 늘어지는 연출과 편집까지 커버하기엔 힘이 부친다.뭔가 분위기도 있어보이고 연기도 괜찮고 잘 만든 거 같기도 한데, 이상하게 집중도 안되고 별로 재미도 없다.지극히 하찮고 모자란 존재인 우리지만 어둠 속에서 빛을 찾아나간다하드보일드 수사물의 정석가장 염세적이고 비종교적으로 상실의 슬픔을 어루만져주다.추리 형사물을 기대하고 보면 안됩니다돌고 돌아 결국은 하나의 이야기, 긴긴 시간 이어진 빛과 어둠의 대결. 끝끝내 기어코 빛은 어둠을 이긴다. “태초에는 어둠만이 있었는데 내 생각엔 빛이 이기고 있는 거예요.”잊혀진 시간 속, 근원을 파헤치려는 이들의 기록.수사극의 기본인 긴장감과 인물 간의 갈등이 속도감을 더디게 한다는 느낌없이 스토리의 깊이를 더해준다. 미국 남부의 여러 요소가 선명하게 연출되어 미국사회의 병폐를 잘 보여준다. 버디무비로서 보여지는 두 캐릭터의 설정은 치밀하고 끈끈하다. 수사가 진행되며 나타나는 인물들을 새로 추가하기보다 이전에 나왔던 인물들을 재등장시키면서 자연스럽데 복선을 설정하고 코 앞에 해답을 두고 헤메이는 형사의 저주를 큰 틀에서 보여준다.희미한 빛의 실마리, 끝에 있는 어둠. 이를 쫓는 파괴된 형사들.사건의 얼개를 풀며 인물의 파편을 수집할때의 그 감정.인간으로서 사는 것이 하나의 꿈에 불과하다지만, 우리의 마지막 윤리는 그럼에도 살아가는 것이다. 살고싶다는 꿈을 꾸었다.21.3.7 경거망동하지 않는, 부서진 형사들의 느리고 꾸준한 고군분투나는 잠을 자지않아.. 꿈을 꾸지.. 😂범죄 스릴러 장르로도 손색이 없지만 오컬트적인 요소까지 섞어서 문득문득 호러 장르의 느낌도 나는 특이하면서 완벽한 작품..한번에 쭉 이어서 영화 한편 보듯이 보면 더 재밌다.자연의 황량함이 주는 메마른 정서가 마침내 관객까지 집어삼키고야 만다.매튜맥커너헤이는 완전히 물이 올랐구나...
EMMY상 못받은 건 정말 안타까운 일이지만..
이제 예전의 매커너헤이는 상상도 못하겠다..
""제인에어""의 캐리 후쿠나가 감독의 스타일도 멋지고...
두 배우의 앙상블도 대단했던 듯...외적으로든 내적으로든 빛이 어둠을 이겨내길. 사건에 대해 우직하게 나아가는 연출은 좋은데 마음 줄 곳 없는 캐릭터들 때문에 중도하차 할 뻔 했다.개인적으로
판타지나 sf 공상과학물 혹은 열린결말 초자연현상 등등
범인의 정체가 괴물이라거나 애매모호한
이런거 싫어하시는 분들 이라면 끝까지 보는거 비추합니다.
범죄수사 추리물이라고 접근하면 조금 다른 방향으로 빠질수 있어요
저는 그런 스타일이라 끝이 별로였습니다
하지만 스토리나 영상미, 그리고 정말 배우들의 연기력이
너무 좋았습니다.매튜 맥커너히가 다한것 처럼 보인다최애 최고 네전드 드라마형사물의 끝판왕, 왕좌의게임미친 최고 수사 드라마.희미한 빛도 어둠을 밝히기에는 충분."
종이의 집 시즌 1,"뒤늦게 빠짐. 바로 다음화 누르지 않을 수 없는 끊고 빠지기 타이밍이 예술.. 이런거 한국 드라마가 많이 배워야 함. 한국 드라마로 옮겼을 때 어떻게 할건지 자꾸 상상하게 만살면서 누구나 상상했던 것을 작품으로 만들었다. 도덕적이진 않지만 이들은 시민의 편이다. 주인공이 많지만, 각자의 개성이 너무 뚜렷하여 전혀 난해하지 않고 오히려 궁금증을 유발한다계속 곱씹으면서 생각난 건데, 이 드라마는 원래 스페인 방송국에서 방영하다 시청률이 떨어져서, 결국 넷플릭스에 올리게 된 게 대박이 나 재빨리 판권을 사서 오리지널 작품이 된 경우다.

여기서 ‘방송국 출신’이란 말에 방점을 찍어 생각하면, 아무리 예술에 돈을 많이 쓰는 나라여도 결국은 방송국의 예산이 정해져 있을 것이고, 이런 제약 때문에 시청률을 올리기 위해 어떻게든 그 나라에서 적당히 통속적이고 잘 먹히는 자극을 최대한 많이 집어넣어야만 했을 것이다. 그래서 한국 정서엔 안 맞는 게 많다.

그럼에도 스페인을 넘어서 한국에게까지 통하는 한 방이 있는데, 그건 바로 게임적인 재미다. 기상천외한 해결법과 전개로 보는 사람의 예상을 번번히 뒤흔든 뒤, 결정적인 순간에 터뜨리는 재주가 기발하다.

(스포일러 리뷰는 링크를 확인할 것)스페인드라마에 대한 선입견을 깨준 드라마! 스페인드라마도 재밌다는 것을 알려주었다.그럼 당신은 넷플릭스 돈 날린겁니다.
무적권 보기입니다

아, 정말 할 일 없을 때 보기 시작하세요
짬나서 보기 시작한다면, 당신의 다음 일정은 없어집니다
절대 티비를 끌 수 없어요<종이의 집 시즌 1> 리뷰어휴 금사빠들 진짜도쿄 이름도 마음에 안드는데 하는 짓도 마음에 안 듦워낙 유명하다보니 볼려고 여러번 시도했지만 항상 2화를 넘기지 못함.. 그냥 제 취향이 아닌가봅니다시간 순삭불륜과 미혼모의 노래내가 이거 때문에 스페인어를 공부하고 싶어졌다. 공부하기 전에 스페인어로 욕이 뭔지는 이 드라마로 확실히 배운 듯.중간에 살짝 늘어지는 느낌때문에 완주 못할뻔 완주 못했음 큰일 날뻔했네초반부는 작정하고 재밌지!! 나 재밌지!! 선언하는 것 같아 내리 달렸는데 회를 거듭할 수록 시시콜콜한 감정에 휘둘리는 인물들 보고 있자니 답답 + 이해불가 = 개연성 부족.. (스페인은 정열의 나라가 맞나보다 금사빠들이 너무 많어) 회차를 줄이고 조금 더 깔끔하게 구성했다면 다음 시즌도 봤을 것 같은데 굳이 끌리지는 않으므로 나중에 볼 거 없음 보는 걸로,,정신을 못차리네.. 너네 강도질하는 중이야 이것들아시즌1만 보고 멈춤. 재미는 있지만 자꾸 아침드라마에 나올법한 사랑이야기가 점점 많아지면서 보기 싫어지게 만듬. 계획은 프로급이지만 그걸 실행하는자들이 아마추어들이니. . . 어휴. . 1회부터 3회까지가 진짜 초대박임. 그 이후로 사랑이야기가 나오면서 막장이 되버림. ㅋ기대했는데 인질극 중 감정팔이 사랑팔이가 많아서 잘 안봐졌다. 4화에서 하차 24.3.1가장 매력적인 강도들일단 매력과 계획력, 실행력으로 승부보는 교수와 친구들 하지만 교수의 사람고르는 안목은...이거 하나만으로 넷플 결재 하나도 안아까움처음에 스페인 언어가 생소했는데 보다보니 재밌어서 금방 익숙해짐. 교수의 머리가 비상하다. 나도 좀 껴주겠니? 코리아로~🇰🇷베를린에게 푹 빠져버렸다스페인은 아름다운 도시야..교수의 천재적인 계획은 감탄을 불러 일으킨다. 조폐국에서 강도짓인지 사랑싸움인지를 하고 있는 그들을 응원하게 되는 힘."
